id,name,rot_num,line_id,price,handicap,selection,player_name,home_team,away_team
1614323922,Over,1,5256305601,1.847,36.5,Dak Prescott Total Pass Attempts,Dak Prescott Total Pass Attempts,Philadelphia Eagles,Dallas Cowboys
1614323923,Under,2,5256305604,1.943,36.5,Dak Prescott Total Pass Attempts,Dak Prescott Total Pass Attempts,Philadelphia Eagles,Dallas Cowboys
1614324003,Over,1,5256305591,2.06,27.5,Jalen Hurts Total Pass Attempts,Jalen Hurts Total Pass Attempts,Philadelphia Eagles,Dallas Cowboys
1614324004,Under,2,5256305593,1.751,27.5,Jalen Hurts Total Pass Attempts,Jalen Hurts Total Pass Attempts,Philadelphia Eagles,Dallas Cowboys
1614324009,Over,453,5255674322,1.699,34.5,Patrick Mahomes Total Pass Attempts,Patrick Mahomes Total Pass Attempts,Los Angeles Chargers,Kansas City Chiefs
1614324010,Under,454,5255674324,2.08,34.5,Patrick Mahomes Total Pass Attempts,Patrick Mahomes Total Pass Attempts,Los Angeles Chargers,Kansas City Chiefs
1614323961,Over,453,5255674327,1.704,30.5,Justin Herbert Total Pass Attempts,Justin Herbert Total Pass Attempts,Los Angeles Chargers,Kansas City Chiefs
1614323962,Under,454,5255674332,2.07,30.5,Justin Herbert Total Pass Attempts,Justin Herbert Total Pass Attempts,Los Angeles Chargers,Kansas City Chiefs
1614589436,Over,16042,5255779807,1.917,36.5,Joe Burrow Total Pass Attempts,Joe Burrow Total Pass Attempts,Cleveland Browns,Cincinnati Bengals
1614589437,Under,16043,5255779808,1.826,36.5,Joe Burrow Total Pass Attempts,Joe Burrow Total Pass Attempts,Cleveland Browns,Cincinnati Bengals
1614589460,Over,16058,5255772204,1.909,34.5,Joe Flacco Total Pass Attempts,Joe Flacco Total Pass Attempts,Cleveland Browns,Cincinnati Bengals
1614589461,Under,16059,5255772205,1.826,34.5,Joe Flacco Total Pass Attempts,Joe Flacco Total Pass Attempts,Cleveland Browns,Cincinnati Bengals
1614589499,Over,16084,5256102875,2.02,27.5,Justin Fields Total Pass Attempts,Justin Fields Total Pass Attempts,New York Jets,Pittsburgh Steelers
1614589500,Under,16085,5256102876,1.74,27.5,Justin Fields Total Pass Attempts,Justin Fields Total Pass Attempts,New York Jets,Pittsburgh Steelers
1614589397,Over,16016,5253164226,1.97,31.5,Aaron Rodgers Total Pass Attempts,Aaron Rodgers Total Pass Attempts,New York Jets,Pittsburgh Steelers
1614589398,Under,16017,5253164227,1.775,31.5,Aaron Rodgers Total Pass Attempts,Aaron Rodgers Total Pass Attempts,New York Jets,Pittsburgh Steelers
1614589526,Over,16102,5253164601,1.826,32.5,Baker Mayfield Total Pass Attempts,Baker Mayfield Total Pass Attempts,Atlanta Falcons,Tampa Bay Buccaneers
1614589527,Under,16103,5253164602,1.917,32.5,Baker Mayfield Total Pass Attempts,Baker Mayfield Total Pass Attempts,Atlanta Falcons,Tampa Bay Buccaneers
1614590744,Over,16704,5253164860,1.877,33.5,Michael Penix Total Pass Attempts,Michael Penix Total Pass Attempts,Atlanta Falcons,Tampa Bay Buccaneers
1614590745,Under,16705,5253164861,1.862,33.5,Michael Penix Total Pass Attempts,Michael Penix Total Pass Attempts,Atlanta Falcons,Tampa Bay Buccaneers
1614589586,Over,16142,5253164581,1.869,31.5,Bryce Young Total Pass Attempts,Bryce Young Total Pass Attempts,Jacksonville Jaguars,Carolina Panthers
1614589587,Under,16143,5253164582,1.869,31.5,Bryce Young Total Pass Attempts,Bryce Young Total Pass Attempts,Jacksonville Jaguars,Carolina Panthers
1614589772,Over,16266,5253164994,1.97,33.5,Trevor Lawrence Total Pass Attempts,Trevor Lawrence Total Pass Attempts,Jacksonville Jaguars,Carolina Panthers
1614589773,Under,16267,5253164995,1.781,33.5,Trevor Lawrence Total Pass Attempts,Trevor Lawrence Total Pass Attempts,Jacksonville Jaguars,Carolina Panthers
1614589610,Over,16158,5253176457,1.917,31.5,Bo Nix Total Pass Attempts,Bo Nix Total Pass Attempts,Denver Broncos,Tennessee Titans
1614589611,Under,16159,5253176458,1.826,31.5,Bo Nix Total Pass Attempts,Bo Nix Total Pass Attempts,Denver Broncos,Tennessee Titans
1614589661,Over,16192,5253176483,1.961,31.5,Cam Ward Total Pass Attempts,Cam Ward Total Pass Attempts,Denver Broncos,Tennessee Titans
1614589662,Under,16193,5253176484,1.787,31.5,Cam Ward Total Pass Attempts,Cam Ward Total Pass Attempts,Denver Broncos,Tennessee Titans
1614589748,Over,16250,5253176419,1.877,32.5,Jared Goff Total Pass Attempts,Jared Goff Total Pass Attempts,Green Bay Packers,Detroit Lions
1614589749,Under,16251,5253176420,1.862,32.5,Jared Goff Total Pass Attempts,Jared Goff Total Pass Attempts,Green Bay Packers,Detroit Lions
1614589799,Over,16282,5253176506,1.869,30.5,Jordan Love Total Pass Attempts,Jordan Love Total Pass Attempts,Green Bay Packers,Detroit Lions
1614589800,Under,16283,5253176507,1.869,30.5,Jordan Love Total Pass Attempts,Jordan Love Total Pass Attempts,Green Bay Packers,Detroit Lions
1614589742,Over,16246,5256173489,1.735,31.5,C.J. Stroud Total Pass Attempts,C.J. Stroud Total Pass Attempts,Los Angeles Rams,Houston Texans
