id,name,rot_num,line_id,price,handicap,selection,player_name,home_team,away_team
1617164054,Over,50320,5399576543,1.862,223.5,Bo Nix Total Passing Yards,Bo Nix Total Passing Yards,New York Jets,Denver Broncos
1617164055,Under,50321,5399576544,1.925,223.5,Bo Nix Total Passing Yards,Bo Nix Total Passing Yards,New York Jets,Denver Broncos
1617164108,Over,50356,5399579810,2.01,188.5,Justin Fields Total Passing Yards,Justin Fields Total Passing Yards,New York Jets,Denver Broncos
1617164109,Under,50357,5399579811,1.787,188.5,Justin Fields Total Passing Yards,Justin Fields Total Passing Yards,New York Jets,Denver Broncos
1617206375,Over,57262,5400286211,1.769,183.5,Dillon Gabriel Total Passing Yards,Dillon Gabriel Total Passing Yards,Pittsburgh Steelers,Cleveland Browns
1617206376,Under,57263,5400286212,1.98,183.5,Dillon Gabriel Total Passing Yards,Dillon Gabriel Total Passing Yards,Pittsburgh Steelers,Cleveland Browns
1617206372,Over,57260,5399101675,1.869,210.5,Aaron Rodgers Total Passing Yards,Aaron Rodgers Total Passing Yards,Pittsburgh Steelers,Cleveland Browns
1617206373,Under,57261,5399101676,1.869,210.5,Aaron Rodgers Total Passing Yards,Aaron Rodgers Total Passing Yards,Pittsburgh Steelers,Cleveland Browns
1617206606,Over,57416,5400336734,2.18,254.5,Justin Herbert Total Passing Yards,Justin Herbert Total Passing Yards,Miami Dolphins,Los Angeles Chargers
1617206607,Under,57417,5400336735,1.641,254.5,Justin Herbert Total Passing Yards,Justin Herbert Total Passing Yards,Miami Dolphins,Los Angeles Chargers
1617206654,Over,57448,5400213349,1.724,221.5,Tua Tagovailoa Total Passing Yards,Tua Tagovailoa Total Passing Yards,Miami Dolphins,Los Angeles Chargers
1617206655,Under,57449,5400213350,2.04,221.5,Tua Tagovailoa Total Passing Yards,Tua Tagovailoa Total Passing Yards,Miami Dolphins,Los Angeles Chargers
1617209313,Over,57492,5399558966,1.869,212.5,Spencer Rattler Total Passing Yards,Spencer Rattler Total Passing Yards,New Orleans Saints,New England Patriots
1617209314,Under,57493,5399558968,1.869,212.5,Spencer Rattler Total Passing Yards,Spencer Rattler Total Passing Yards,New Orleans Saints,New England Patriots
1617209271,Over,57464,5399886938,1.8,232.5,Drake Maye Total Passing Yards,Drake Maye Total Passing Yards,New Orleans Saints,New England Patriots
1617209272,Under,57465,5399886939,1.952,232.5,Drake Maye Total Passing Yards,Drake Maye Total Passing Yards,New Orleans Saints,New England Patriots
1617209993,Over,57564,5400431518,1.84,237.5,Sam Darnold Total Passing Yards,Sam Darnold Total Passing Yards,Jacksonville Jaguars,Seattle Seahawks
1617209994,Under,57565,5400431519,1.9,237.5,Sam Darnold Total Passing Yards,Sam Darnold Total Passing Yards,Jacksonville Jaguars,Seattle Seahawks
1617209996,Over,57566,5399225629,1.729,226.5,Trevor Lawrence Total Passing Yards,Trevor Lawrence Total Passing Yards,Jacksonville Jaguars,Seattle Seahawks
1617209997,Under,57567,5399225630,2.04,226.5,Trevor Lawrence Total Passing Yards,Trevor Lawrence Total Passing Yards,Jacksonville Jaguars,Seattle Seahawks
1617212001,Over,57660,5399009465,1.869,239.5,Jordan Love Total Passing Yards,Jordan Love Total Passing Yards,Green Bay Packers,Cincinnati Bengals
1617212002,Under,57661,5399009466,1.869,239.5,Jordan Love Total Passing Yards,Jordan Love Total Passing Yards,Green Bay Packers,Cincinnati Bengals
1617211998,Over,57658,5399009552,1.709,209.5,Joe Flacco Total Passing Yards,Joe Flacco Total Passing Yards,Green Bay Packers,Cincinnati Bengals
1617211999,Under,57659,5399009553,2.06,209.5,Joe Flacco Total Passing Yards,Joe Flacco Total Passing Yards,Green Bay Packers,Cincinnati Bengals
1617206513,Over,57354,5400329282,1.862,242.5,Dak Prescott Total Passing Yards,Dak Prescott Total Passing Yards,Carolina Panthers,Dallas Cowboys
1617206514,Under,57355,5400329283,1.869,242.5,Dak Prescott Total Passing Yards,Dak Prescott Total Passing Yards,Carolina Panthers,Dallas Cowboys
1617206498,Over,57344,5400084162,2.52,217.5,Bryce Young Total Passing Yards,Bryce Young Total Passing Yards,Carolina Panthers,Dallas Cowboys
1617206499,Under,57345,5400084163,1.487,217.5,Bryce Young Total Passing Yards,Bryce Young Total Passing Yards,Carolina Panthers,Dallas Cowboys
1617249640,Over,51820,5400216820,1.943,268.5,Patrick Mahomes Total Passing Yards,Patrick Mahomes Total Passing Yards,Kansas City Chiefs,Detroit Lions
1617249641,Under,51821,5400216821,1.8,268.5,Patrick Mahomes Total Passing Yards,Patrick Mahomes Total Passing Yards,Kansas City Chiefs,Detroit Lions
1617244680,Over,51716,5399559248,1.819,240.5,Jared Goff Total Passing Yards,Jared Goff Total Passing Yards,Kansas City Chiefs,Detroit Lions
1617244681,Under,51717,5399559249,1.917,240.5,Jared Goff Total Passing Yards,Jared Goff Total Passing Yards,Kansas City Chiefs,Detroit Lions
1617258337,Over,51896,5399559814,2.2,261.5,Matthew Stafford Total Passing Yards,Matthew Stafford Total Passing Yards,Baltimore Ravens,Los Angeles Rams
1617258338,Under,51897,5399559815,1.625,261.5,Matthew Stafford Total Passing Yards,Matthew Stafford Total Passing Yards,Baltimore Ravens,Los Angeles Rams
1617258334,Over,51894,5400264537,1.934,188.5,Cooper Rush Total Passing Yards,Cooper Rush Total Passing Yards,Baltimore Ravens,Los Angeles Rams
1617258335,Under,51895,5400264538,1.813,188.5,Cooper Rush Total Passing Yards,Cooper Rush Total Passing Yards,Baltimore Ravens,Los Angeles Rams
1617262775,Over,52008,5400233995,1.943,194.5,Cam Ward Total Passing Yards,Cam Ward Total Passing Yards,Las Vegas Raiders,Tennessee Titans
1617262776,Under,52009,5400233996,1.8,194.5,Cam Ward Total Passing Yards,Cam Ward Total Passing Yards,Las Vegas Raiders,Tennessee Titans
1617262778,Over,52010,5399558271,1.746,220.5,Geno Smith Total Passing Yards,Geno Smith Total Passing Yards,Las Vegas Raiders,Tennessee Titans
1617262779,Under,52011,5399558272,2.01,220.5,Geno Smith Total Passing Yards,Geno Smith Total Passing Yards,Las Vegas Raiders,Tennessee Titans
1617263517,Over,52104,5398996571,1.833,232.5,Daniel Jones Total Passing Yards,Daniel Jones Total Passing Yards,Indianapolis Colts,Arizona Cardinals
1617263518,Under,52105,5398996574,1.9,232.5,Daniel Jones Total Passing Yards,Daniel Jones Total Passing Yards,Indianapolis Colts,Arizona Cardinals
1617263520,Over,52106,5399417428,2.0,220.5,Kyler Murray Total Passing Yards,Kyler Murray Total Passing Yards,Indianapolis Colts,Arizona Cardinals
1617263521,Under,52107,5399417429,1.757,220.5,Kyler Murray Total Passing Yards,Kyler Murray Total Passing Yards,Indianapolis Colts,Arizona Cardinals
1617264422,Over,52188,5399560859,1.709,246.5,Mac Jones Total Passing Yards,Mac Jones Total Passing Yards,Tampa Bay Buccaneers,San Francisco 49ers
1617264423,Under,52189,5399560860,2.06,246.5,Mac Jones Total Passing Yards,Mac Jones Total Passing Yards,Tampa Bay Buccaneers,San Francisco 49ers
1617264419,Over,52186,5399559928,1.869,240.5,Baker Mayfield Total Passing Yards,Baker Mayfield Total Passing Yards,Tampa Bay Buccaneers,San Francisco 49ers
1617264420,Under,52187,5399559930,1.869,240.5,Baker Mayfield Total Passing Yards,Baker Mayfield Total Passing Yards,Tampa Bay Buccaneers,San Francisco 49ers
1617267206,Over,52306,5396141943,1.869,228.5,Josh Allen Total Passing Yards,Josh Allen Total Passing Yards,Atlanta Falcons,Buffalo Bills
1617267207,Under,52307,5396141944,1.869,228.5,Josh Allen Total Passing Yards,Josh Allen Total Passing Yards,Atlanta Falcons,Buffalo Bills
1617267264,Under,52343,5396143461,1.869,223.5,Michael Penix Total Passing Yards,Michael Penix Total Passing Yards,Atlanta Falcons,Buffalo Bills
1617267263,Over,52342,5396143460,1.869,223.5,Michael Penix Total Passing Yards,Michael Penix Total Passing Yards,Atlanta Falcons,Buffalo Bills
1617267221,Over,52316,5396409683,1.934,234.5,Caleb Williams Total Passing Yards,Caleb Williams Total Passing Yards,Washington Commanders,Chicago Bears
1617267222,Under,52317,5396409684,1.806,234.5,Caleb Williams Total Passing Yards,Caleb Williams Total Passing Yards,Washington Commanders,Chicago Bears
1617267227,Over,52320,5399240178,1.869,221.5,Jayden Daniels Total Passing Yards,Jayden Daniels Total Passing Yards,Washington Commanders,Chicago Bears
1617267228,Under,52321,5399240179,2.03,221.5,Jayden Daniels Total Passing Yards,Jayden Daniels Total Passing Yards,Washington Commanders,Chicago Bears
